Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,Area,Area_reference,Area_sort,Area_hierarchy,Register,Register_reference,Register_sort,Register_hierarchy,Notes
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff South West,CC422,45,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
11.2,11.211261844538674,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff South West,CC422,45,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff West,CC423,46,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
10.2,10.198706558451915,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cardiff West,CC423,46,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Central Vale,CC431,47,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
13.4,13.430323269242948,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Central Vale,CC431,47,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Eastern Vale,CC432,48,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
8,8.036167684709536,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Eastern Vale,CC432,48,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Western Vale,CC433,49,W11000029,Patients registered at GP practice,LIST,1,,Not Applicable
10,9.983051828784028,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Western Vale,CC433,49,W11000029,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Cynon,CC501,50,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
17.5,17.45877598645385,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Cynon,CC501,50,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Merthyr Tydfil,CC502,51,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
18.2,18.184633433384278,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Merthyr Tydfil,CC502,51,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Rhondda,CC503,52,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
16.4,16.443117805006978,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Rhondda,CC503,52,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Taf Ely,CC504,53,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
15.1,15.116904628473774,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Taf Ely,CC504,53,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Cynon,CC505,54,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
17.1,17.055956886787644,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Cynon,CC505,54,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Merthyr Tydfil,CC506,55,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.630457314564275,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Merthyr Tydfil,CC506,55,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Rhondda,CC507,56,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
17.6,17.64302906258082,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Rhondda,CC507,56,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Taf Ely,CC508,57,W11000030,Patients registered at GP practice,LIST,1,,Not Applicable
10.8,10.848676867951395,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Taf Ely,CC508,57,W11000030,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Blaenau Gwent East,CC601,58,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
17,17.01419781103177,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Blaenau Gwent East,CC601,58,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Blaenau Gwent West,CC602,59,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
18.8,18.759611165141543,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Blaenau Gwent West,CC602,59,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caerphilly East,CC603,60,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
13.8,13.77680434431357,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caerphilly East,CC603,60,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caerphilly North,CC604,61,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
16.7,16.715014340709146,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caerphilly North,CC604,61,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caerphilly South,CC605,62,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
13,13.00753165826232,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caerphilly South,CC605,62,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Monmouthshire North,CC606,63,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
15.1,15.10465152095081,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Monmouthshire North,CC606,63,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Monmouthshire South,CC607,64,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
13.9,13.864770842339988,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Monmouthshire South,CC607,64,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Newport East,CC609,66,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.572915009129552,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Newport East,CC609,66,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Newport West,CC610,67,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
12.4,12.375423018399749,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Newport West,CC610,67,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Torfaen North,CC611,68,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
14.9,14.88575266609701,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Torfaen North,CC611,68,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Torfaen South,CC612,69,W11000028,Patients registered at GP practice,LIST,1,,Not Applicable
12.3,12.317472038719137,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Torfaen South,CC612,69,W11000028,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Mid Powys,CC701,70,W11000024,Patients registered at GP practice,LIST,1,,Not Applicable
13.3,13.295992975485568,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Mid Powys,CC701,70,W11000024,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Powys,CC702,71,W11000024,Patients registered at GP practice,LIST,1,,Not Applicable
14,14.048996706582589,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,North Powys,CC702,71,W11000024,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Powys,CC703,72,W11000024,Patients registered at GP practice,LIST,1,,Not Applicable
13.6,13.60176443464875,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,South Powys,CC703,72,W11000024,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Aber Medical Centre,W00005,77,CC605,Patients registered at GP practice,LIST,1,,Not Applicable
9.7,9.717498451,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Aber Medical Centre,W00005,77,CC605,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caritas Surgery,W00007,78,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
15.3,15.321160678264139,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Caritas Surgery,W00007,78,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Uwchaled Medical Practice,W00065,79,CC105,Patients registered at GP practice,LIST,1,,Not Applicable
18.1,18.138964559749084,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Uwchaled Medical Practice,W00065,79,CC105,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Argyle Medical Group,W00067,80,CC206,Patients registered at GP practice,LIST,1,,Not Applicable
15,15.019617394926135,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Argyle Medical Group,W00067,80,CC206,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bradley's Practice,W00076,81,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
11.2,11.232818479852854,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bradley's Practice,W00076,81,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Ashgrove Medical Centre,W00133,82,CC202,Patients registered at GP practice,LIST,1,,Not Applicable
13.3,13.330676268029704,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Ashgrove Medical Centre,W00133,82,CC202,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,The Llwynhendy Health Centre,W00134,83,CC202,Patients registered at GP practice,LIST,1,,Not Applicable
15.9,15.948798234807457,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,The Llwynhendy Health Centre,W00134,83,CC202,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Rosedale Medical Practice,W00141,84,CC301,Patients registered at GP practice,LIST,1,,Not Applicable
8,8.006690736669917,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Rosedale Medical Practice,W00141,84,CC301,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Amman Tawe Partnership,W00142,85,CC201,Patients registered at GP practice,LIST,1,,Not Applicable
11.6,11.591375058729769,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Amman Tawe Partnership,W00142,85,CC201,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Amman Tawe Partnership,W00143,86,CC311,Patients registered at GP practice,LIST,1,,Not Applicable
13.5,13.489174848757354,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Amman Tawe Partnership,W00143,86,CC311,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Waterside Medical Practice,W00144,87,CC309,Patients registered at GP practice,LIST,1,,Not Applicable
7.9,7.929774740311575,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Waterside Medical Practice,W00144,87,CC309,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Plas Meddyg Surgery,W91002,88,CC103,Patients registered at GP practice,LIST,1,,Not Applicable
9.5,9.518717495931654,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Plas Meddyg Surgery,W91002,88,CC103,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Clarence Medical Centre,W91003,89,CC111,Patients registered at GP practice,LIST,1,,Not Applicable
12.7,12.69266275744122,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Clarence Medical Centre,W91003,89,CC111,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Strathmore Medical Practice,W91004,90,CC114,Patients registered at GP practice,LIST,1,,Not Applicable
13.4,13.449030666758471,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Strathmore Medical Practice,W91004,90,CC114,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pendre Surgery,W91005,91,CC108,Patients registered at GP practice,LIST,1,,Not Applicable
21.5,21.49493716,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pendre Surgery,W91005,91,CC108,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pen y Maes Health Centre,W91006,92,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
13.8,13.807000557712424,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pen y Maes Health Centre,W91006,92,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cadwgan Surgery,W91007,93,CC104,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.185154799123842,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Cadwgan Surgery,W91007,93,CC104,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Healthy Prestatyn Iach,W91009,94,CC111,Patients registered at GP practice,LIST,1,,Not Applicable
12.5,12.50545583153507,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Healthy Prestatyn Iach,W91009,94,CC111,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Canolfan Iechyd Llangollen Health Centre,W91010,95,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
14.7,14.688405728970306,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Canolfan Iechyd Llangollen Health Centre,W91010,95,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Hope Family Medical Centre,W91013,96,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
12.6,12.596089737748997,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Hope Family Medical Centre,W91013,96,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Kinmel Bay Medical Centre,W91014,97,CC104,Patients registered at GP practice,LIST,1,,Not Applicable
16,16.00843383896608,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Kinmel Bay Medical Centre,W91014,97,CC104,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,The Stables Medical Practice,W91015,98,CC106,Patients registered at GP practice,LIST,1,,Not Applicable
10.8,10.752179967745882,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,The Stables Medical Practice,W91015,98,CC106,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bryn Darland Surgery,W91016,99,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
16.6,16.608873816462655,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bryn Darland Surgery,W91016,99,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pendre Surgery,W91017,100,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
12.2,12.19449532547218,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pendre Surgery,W91017,100,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Roseneath Medical Practice,W91018,101,CC110,Patients registered at GP practice,LIST,1,,Not Applicable
9.2,9.245780282222475,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Roseneath Medical Practice,W91018,101,CC110,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Gardden Road Surgery,W91019,102,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
11.8,11.79844482568782,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Gardden Road Surgery,W91019,102,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Marches Medical Practice,W91021,103,CC106,Patients registered at GP practice,LIST,1,,Not Applicable
16.2,16.225703680983322,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Marches Medical Practice,W91021,103,CC106,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Plas y Bryn Medical Centre,W91022,104,CC114,Patients registered at GP practice,LIST,1,,Not Applicable
17.9,17.91010985328409,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Plas y Bryn Medical Centre,W91022,104,CC114,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pen y Bont Surgery,W91023,105,CC103,Patients registered at GP practice,LIST,1,,Not Applicable
13.4,13.362840730194325,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Pen y Bont Surgery,W91023,105,CC103,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Chirk Surgery,W91024,106,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
18.9,18.904409934459345,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Chirk Surgery,W91024,106,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Alyn Family Doctors,W91025,107,CC113,Patients registered at GP practice,LIST,1,,Not Applicable
15.7,15.680107140904212,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Alyn Family Doctors,W91025,107,CC113,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Overton Medical Practice,W91026,108,CC112,Patients registered at GP practice,LIST,1,,Not Applicable
15.1,15.102301219092427,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Overton Medical Practice,W91026,108,CC112,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bronyffynnon Surgery,W91027,109,CC103,Patients registered at GP practice,LIST,1,,Not Applicable
5.8,5.8174423255977405,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bronyffynnon Surgery,W91027,109,CC103,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Park House Surgery,W91028,110,CC111,Patients registered at GP practice,LIST,1,,Not Applicable
11,11.029656119978926,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Park House Surgery,W91028,110,CC111,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bodowen Surgery,W91029,111,CC108,Patients registered at GP practice,LIST,1,,Not Applicable
9.5,9.452397431276353,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Bodowen Surgery,W91029,111,CC108,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,St. George's Crescent Surgery,W91030,112,CC114,Patients registered at GP practice,LIST,1,,Not Applicable
14.9,14.888458725623316,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,St. George's Crescent Surgery,W91030,112,CC114,Obesity (patients aged 16+),OB,16,,
,,Prevalence rate (%),2,2,,01/10/2023,20231001,1.6962E+12,,Allt Goch Medical Centre,W91032,114,CC108,Patients registered at GP practice,LIST,1,,Not Applicable
